Category,Node Count,Edge Count,Time Ratio,Cost Ratio
10-1-100,8,18,1.0,1.0
10-1-100,8,22,1.05,1.0
10-1-100,8,22,1.0,1.0
10-1-100,8,17,1.0,1.0
10-1-100,8,16,1.19,1.0
10-1-100,8,21,1.0,1.0
10-1-100,8,23,1.0,1.0
10-1-100,8,19,1.0,1.0
10-1-100,8,19,1.0,1.0
10-1-100,8,20,1.0,1.0
10-1-100,8,22,1.0,1.0
10-1-100,8,19,1.0,1.0
10-1-100,8,17,1.0,1.0
10-1-100,8,18,1.0,1.0
10-1-100,8,23,1.0,1.0
10-1-100-s-e,8,22,1.0,1.0
10-1-100,8,19,1.0,1.0
10-1-100,8,21,1.0,1.0
10-1-100,8,21,1.0,1.0
10-1-100,8,21,1.0,1.0
10-1-100,8,23,1.0,1.0
10-1-100,8,21,1.0,1.0
10-1-100-s-e,8,19,1.0,1.0
10-1-100-s-e,8,17,1.0,1.0
10-1-100-s-e,8,21,1.0,1.0
10-1-100-s-e,8,19,1.0,1.0
10-1-100-s-e,8,21,1.98,1.0
10-1-100-s-e,8,21,1.5,0.67
10-1-100-s-e,8,21,1.0,1.0
10-1-100-s-e,8,19,1.0,1.0
10-1-100-s-e,8,19,1.0,1.0
10-1-100-s-e,8,17,1.21,1.0
10-1-100,8,23,1.0,1.0
10-1-100,8,16,1.0,1.0
10-1-100,8,21,1.0,1.0
10-1-100-s-e,8,16,1.0,1.0
10-1-100-s-e,8,21,1.0,1.0
10-1-100-s-e,8,23,1.0,1.0
10-1-100-s-e,8,17,1.0,1.0
10-1-100-s-e,8,18,1.0,1.0
10-1-100-s-e,8,23,1.0,1.0
10-1-100-s-e,8,20,1.0,1.0
10-1-100-s-e,8,16,1.0,1.0
10-1-100,8,18,1.0,1.0
10-1-100-s-e,8,18,2.12,3.0
10-1-100-s-e,8,18,1.0,1.0
10-1-100-s-e,8,21,1.0,1.0
10-1-100-s-e,8,19,1.0,1.0
10-1-100-s-e,8,22,1.0,1.0
10-1-100-s-e,8,23,1.0,1.0
10-1-100-s-e,8,22,1.0,1.0
10-1-100-s-e,8,18,1.17,1.0
10-1-100,8,19,1.0,1.0
10-1-100,8,23,1.0,1.0
10-1-100,8,22,1.0,1.0
10-1-100,8,21,1.0,1.0
10-1-100,8,17,1.0,1.0
10-1-100,8,20,1.0,1.0
10-1-100,8,18,1.0,1.0
10-1-100,8,22,1.0,1.0
10-1-100,9,21,1.02,0.86
10-1-100,9,21,1.0,1.0
10-1-100,9,22,1.0,1.0
10-1-100,9,27,1.0,1.0
10-1-100,9,26,1.0,1.0
10-1-100,9,18,1.0,1.0
10-1-100,9,18,1.0,1.0
10-1-100,9,20,1.16,1.0
10-1-100-s-e,9,26,1.0,1.0
10-1-100-s-e,9,18,1.0,1.0
10-1-100-s-e,9,21,1.0,1.0
10-1-100-s-e,9,25,1.06,1.0
10-1-100-s-e,9,21,1.0,1.0
10-1-100-s-e,9,22,1.0,1.0
10-1-100-s-e,9,27,1.0,1.0
10-1-100-s-e,9,18,1.0,1.0
10-1-100-s-e,9,19,1.0,1.0
10-1-100-s-e,9,20,1.0,1.0
10-1-100-s-e,9,24,1.0,1.0
10-1-100,9,21,1.0,1.0
10-1-100,9,25,1.0,1.0
10-1-100,9,19,1.0,1.0
10-1-100-s-e,9,20,1.0,1.0
10-1-100,9,24,1.0,1.0
10-1-100,9,23,1.0,1.0
10-1-100,9,20,1.0,1.0
10-1-100,9,20,1.0,1.0
10-1-100,9,24,1.0,1.0
10-1-100-s-e,9,20,1.0,1.0
10-1-100-s-e,9,26,1.0,1.0
10-1-100-s-e,9,18,1.0,1.0
10-1-100-s-e,9,18,1.0,1.0
10-1-100-s-e,9,23,1.0,1.0
10-1-100-s-e,9,27,1.0,1.0
10-1-100,9,27,1.0,1.0
10-1-100,9,23,1.0,1.0
10-1-100,9,20,1.0,1.0
10-1-100,9,22,1.0,1.0
10-1-100-s-e,9,23,1.0,1.0
10-1-100-s-e,9,24,1.0,1.0
10-1-100,9,21,1.0,1.0
10-1-100,9,24,1.0,1.0
10-1-100,9,18,1.0,1.0
10-1-100,9,26,1.0,1.0
10-1-100,9,18,1.0,1.0
10-1-100,9,18,1.0,1.0
10-1-100,9,23,1.0,1.0
10-1-100,9,20,1.0,1.0
10-1-100,9,23,1.0,1.0
10-1-100-s-e,10,22,1.39,2.0
10-1-100-s-e,10,23,1.0,1.0
10-1-100-s-e,10,25,1.0,1.0
10-1-100-s-e,10,24,1.0,1.0
10-1-100-s-e,10,30,1.41,0.8
10-1-100,10,21,1.0,1.0
10-1-100,10,24,1.0,1.0
10-1-100,10,22,1.39,2.0
10-1-100,10,29,1.0,1.0
10-1-100,10,27,1.0,1.0
10-1-100,10,24,1.0,1.0
10-1-100,10,22,1.0,1.0
10-1-100,10,29,1.0,1.0
10-1-100,10,27,1.0,1.0
10-1-100,10,20,1.0,1.0
10-1-100-s-e,10,20,1.33,0.8
10-1-100,10,30,1.0,1.33
10-1-100,10,23,1.0,1.0
10-1-100,10,24,1.0,1.0
10-1-100,10,25,1.0,1.0
10-1-100,10,24,1.0,1.0
10-1-100,10,26,1.0,1.0
10-1-100-s_2-e,10,13,1.0,1.0
10-1-100-s_2-e,10,12,1.07,0.67
10-1-100-s_2-e,10,11,1.0,1.0
10-1-100-s_2-e,10,15,1.0,1.0
10-1-100-s_2-e,10,13,1.0,1.0
10-1-100-s_2-e,10,14,1.0,1.0
10-1-100-s_2-e,10,15,1.0,1.0
10-1-100-s_2-e,10,11,1.0,1.0
10-1-100-s_2-e,10,15,1.0,1.0
10-1-100-s_2-e,10,11,1.0,1.0
10-1-100-s_2-e,10,10,1.0,1.0
10-1-100-s_2-e,10,13,1.0,1.0
10-1-100-s_2-e,10,13,1.0,1.0
10-1-100-s_2-e,10,12,1.0,1.0
10-1-100-t,10,13,1.0,1.0
10-1-100-t,10,10,1.0,1.0
10-1-100-t,10,11,1.0,1.0
10-1-100-t,10,14,1.0,1.0
10-1-100-t,10,11,1.0,1.0
10-1-100-t,10,15,1.0,1.0
10-1-100-t,10,10,1.0,1.0
10-1-100-t,10,10,1.0,1.0
10-1-100-t,10,12,1.0,1.0
10-1-100-t,10,13,1.0,1.0
10-1-100-t,10,11,1.0,1.0
10-1-100-t,10,10,1.0,1.0
10-1-100-t,10,10,1.0,1.0
10-1-100-t,10,12,1.0,1.0
10-1-100-t,10,13,1.0,1.0
10-1-100-t,10,12,1.0,1.0
10-1-100-s_2-e,10,10,1.0,1.0
10-1-100-s_2-e,10,12,1.0,1.0
10-1-100-s_2-e,10,11,1.0,1.0
10-1-100-s_2-e,10,11,1.0,1.0
10-1-100-s_2-e,10,14,1.0,1.0
10-1-100-s_2-e,10,13,1.0,1.0
10-1-100-s_2-e,10,11,1.33,1.0
10-1-100-s_2-e,10,10,1.0,1.0
10-1-100-s_2-e,10,15,1.0,1.0
10-1-100-s_2-e,10,11,1.39,1.5
10-1-100-s_2-e,10,10,1.0,1.0
10-1-100-s_2-e,10,12,1.04,1.0
10-1-100-s_2-e,10,14,1.0,1.0
