Category,Node Count,Edge Count,Time Ratio,Cost Ratio
10-1-100,8,17,1.0,1.33
10-1-100,8,18,1.0,1.0
10-1-100,8,24,1.0,1.17
10-1-100,8,19,1.0,1.0
10-1-100,8,16,1.0,3.0
10-1-100,8,19,1.0,3.0
10-1-100,8,21,1.0,1.0
10-1-100,8,23,1.0,1.0
10-1-100,8,17,1.0,1.0
10-1-100,8,22,1.09,2.2
10-1-100,8,22,1.32,1.0
10-1-100,8,23,1.0,14.0
10-1-100,8,22,2.07,2.5
10-1-100,8,17,1.0,3.33
10-1-100,8,21,1.0,5.67
10-1-100,8,23,1.11,2.25
10-1-100,8,19,1.0,1.0
10-1-100,8,19,1.0,1.0
10-1-100,8,18,1.0,2.25
10-1-100,8,23,1.0,5.33
10-1-100,8,16,1.0,8.0
10-1-100,8,21,1.61,0.5
10-1-100,8,21,1.0,7.5
10-1-100,8,18,2.06,2.0
10-1-100,8,23,1.0,6.0
10-1-100,8,22,5.8,3.0
10-1-100,8,19,1.0,1.0
10-1-100,8,22,1.0,6.0
10-1-100,8,18,1.0,1.0
10-1-100,8,21,1.0,3.5
10-1-100,9,27,1.0,2.5
10-1-100,9,18,1.0,1.0
10-1-100,9,21,1.0,11.0
10-1-100,9,23,1.0,4.0
10-1-100,9,27,1.0,1.0
10-1-100,9,24,1.0,1.0
10-1-100,9,20,1.24,1.5
10-1-100,9,24,1.0,5.33
10-1-100,9,26,1.0,3.2
10-1-100,9,18,1.0,14.0
10-1-100,9,23,1.0,15.0
10-1-100,9,18,1.0,1.0
10-1-100,9,24,1.0,1.75
10-1-100,9,23,1.0,3.75
10-1-100,9,19,1.0,1.0
10-1-100,9,21,1.0,1.43
10-1-100,9,21,1.0,3.67
10-1-100,9,22,1.0,3.0
10-1-100,9,18,1.0,3.0
10-1-100,9,23,1.0,4.0
10-1-100,9,20,1.0,2.75
10-1-100,10,23,1.0,7.0
10-1-100,10,28,1.0,1.0
10-1-100,10,30,1.0,1.0
10-1-100,10,24,1.0,1.0
10-1-100,10,20,1.32,1.0
10-1-100,10,20,1.0,1.2
10-1-100,10,30,1.14,0.33
10-1-100,10,24,1.0,3.0
10-1-100,10,25,1.0,4.33
10-1-100,10,30,1.0,2.43
10-1-100,10,22,1.16,0.33
10-1-100,10,29,1.0,1.0
10-1-100,10,27,1.0,1.0
10-1-100,10,22,1.5,1.5
10-1-100,10,29,1.0,1.0
10-1-100,10,24,1.0,1.0
10-1-100,10,23,1.33,1.0
10-1-100,10,26,1.0,1.0
10-1-100,10,22,1.0,1.0
10-1-100,10,26,1.0,2.5
10-1-100,10,23,4.7,0.5
10-1-100,10,21,1.0,2.0
10-1-100,10,29,1.11,2.0
10-1-100,10,22,1.0,2.33
10-1-100,10,24,1.0,5.0
10-1-100,10,25,1.0,1.0
30-1-100,25,71,1.8,1.0
30-1-100,25,71,1.0,4.56
30-1-100,25,50,1.0,1.0
30-1-100c,25,73,1.19,0.25
30-1-100c,25,58,1.0,5.38
30-1-100,25,58,1.0,5.38
30-1-100c,25,62,1.0,16.67
30-1-100c,25,50,1.0,1.0
30-1-100c,25,71,1.0,1.0
30-1-100,25,73,1.19,0.25
30-1-100c,25,71,1.0,4.56
30-1-100,25,51,1.0,11.0
30-1-100c,25,51,1.0,11.0
30-1-100,26,77,2.17,2.5
30-1-100c,26,73,1.0,9.2
30-1-100,26,67,1.0,1.0
30-1-100,26,61,1.0,1.0
30-1-100c,26,77,1.0,25.5
30-1-100c,26,53,1.0,3.71
30-1-100,26,55,1.0,1.0
30-1-100,26,53,1.0,3.71
30-1-100,26,69,1.13,1.33
30-1-100c,26,67,1.0,1.0
30-1-100c,26,71,1.0,1.0
30-1-100c,26,53,1.42,0.75
30-1-100c,26,66,1.0,11.5
30-1-100,26,60,1.0,4.0
30-1-100,26,71,1.0,1.0
30-1-100c,26,61,1.0,1.0
30-1-100,26,66,1.0,11.5
30-1-100c,27,62,1.0,13.0
30-1-100,27,62,1.0,3.0
30-1-100,27,70,1.0,7.0
30-1-100c,27,66,1.04,1.0
30-1-100c,27,81,1.13,2.0
30-1-100c,27,57,1.0,13.0
30-1-100c,28,74,1.09,4.78
30-1-100,28,59,1.0,1.0
30-1-100c,28,73,1.0,11.75
30-1-100c,28,71,1.0,10.25
30-1-100c,28,58,1.0,2.5
30-1-100c,28,84,1.03,1.0
30-1-100c,28,75,1.0,24.5
30-1-100,28,57,1.0,8.6
30-1-100c,28,60,1.0,23.5
30-1-100c,28,68,1.0,10.0
30-1-100,28,80,1.0,1.0
30-1-100,28,73,1.0,11.75
30-1-100c,28,64,1.0,9.4
30-1-100,28,84,1.03,1.0
30-1-100c,28,80,1.0,1.0
30-1-100,29,60,1.0,1.0
30-1-100,29,83,1.0,1.0
30-1-100,29,60,1.0,1.33
30-1-100,29,71,1.0,1.0
30-1-100c,29,83,1.0,1.0
30-1-100c,29,60,1.0,1.0
30-1-100,29,76,1.0,1.0
30-1-100,29,59,1.0,2.29
30-1-100c,29,64,1.51,0.75
30-1-100c,29,59,1.0,2.29
30-1-100c,29,76,1.0,1.0
30-1-100c,29,71,1.0,1.0
30-1-100c,30,62,1.0,5.75
30-1-100,30,88,1.0,1.0
30-1-100,30,62,1.0,1.25
30-1-100,30,64,1.0,1.0
30-1-100c,30,61,1.0,1.33
30-1-100c,30,71,2.07,1.0
30-1-100,30,61,1.0,1.0
30-1-100c,30,88,1.0,1.0
30-1-100c,30,72,1.0,1.0
30-1-100c,30,81,1.0,5.5
30-1-100c,30,88,1.0,1.0
30-1-100,30,88,1.0,1.0
50-1-100c,46,99,1.0,3.72
50-1-100c,47,110,1.0,9.75
50-1-100c,48,127,1.0,1.6
50-1-100c,49,102,1.0,18.0
50-1-100c,49,116,1.0,1.0
50-1-100c,49,115,1.0,9.0
50-1-100c,49,130,1.0,9.25
50-1-100c,49,99,1.0,9.83
50-1-100c,50,118,1.0,1.0
50-1-100c,50,150,1.0,1.0
