Category,Node Count,Edge Count,Time Ratio,Cost Ratio
10-1-100,8,17,1.0,2.0
10-1-100,8,20,1.0,1.0
10-1-100,8,18,1.0,1.0
10-1-100,8,24,1.0,2.0
10-2-100,8,20,1.0,1.0
10-2-100,8,24,1.0,8.5
10-2-100,8,22,1.0,3.75
10-1-100,8,20,1.0,3.0
10-1-100,8,22,7.9,1.5
10-1-100,8,22,10.33,3.0
10-1-100,8,18,1.0,1.0
10-1-100,8,21,1.0,3.5
10-2-100,8,21,1.37,2.67
10-2-100,8,28,1.0,9.5
10-2-100,8,21,1.3,1.67
10-2-100,8,23,1.0,3.75
10-2-100,8,18,1.0,1.0
10-2-100,8,20,1.0,3.0
10-2-100,8,18,1.0,13.0
10-2-100,8,27,1.0,16.0
10-2-100,8,27,4.0,0.33
10-2-100,8,19,1.0,4.5
10-2-100,8,24,1.0,2.17
10-1-100,8,22,1.0,6.0
10-1-100,8,18,1.0,2.25
10-1-100,8,23,1.0,5.33
10-2-100,8,19,1.0,3.75
10-2-100,8,27,1.0,1.0
10-2-100,8,28,1.0,1.0
10-2-100,8,20,1.2,1.33
10-2-100,8,21,1.0,1.67
10-2-100,8,23,1.0,6.0
10-2-100,8,27,1.0,2.5
10-2-100,8,23,2.3,4.5
10-1-100,8,16,1.0,1.0
10-1-100,8,21,1.0,1.33
10-1-100,8,21,1.61,0.5
10-1-100,8,21,1.0,6.5
10-1-100,8,21,1.0,3.0
10-1-100,8,16,1.19,1.0
10-1-100,8,19,1.0,3.0
10-1-100,8,21,1.0,1.0
10-1-100,8,23,3.33,3.0
10-1-100,8,17,1.0,1.0
10-1-100,8,18,1.0,4.5
10-1-100,8,23,1.0,3.25
10-1-100,8,19,1.0,1.0
10-1-100,8,19,1.0,1.0
10-2-100,8,23,1.0,5.0
10-2-100,8,27,1.65,0.5
10-2-100,8,27,1.0,4.0
10-2-100,8,23,1.0,1.0
10-2-100,8,21,1.0,1.0
10-2-100,8,21,1.0,1.0
10-1-100,8,17,1.0,3.33
10-1-100,8,19,1.0,1.0
10-2-100,8,28,1.0,11.0
10-2-100,8,22,1.0,3.25
10-1-100,8,19,1.0,1.0
10-1-100,8,22,1.09,2.2
10-1-100,8,22,1.0,2.0
10-1-100,8,23,1.0,1.0
10-2-100,8,21,1.33,0.33
10-2-100,8,23,1.79,3.0
10-2-100,8,25,1.0,3.25
10-2-100,9,36,1.0,1.0
10-2-100,9,26,1.0,2.8
10-1-100,9,24,1.0,5.33
10-1-100,9,21,1.0,2.29
10-1-100,9,21,1.0,3.67
10-1-100,9,22,1.0,3.0
10-2-100,9,31,25.0,2.0
10-1-100,9,18,1.0,13.0
10-1-100,9,18,1.0,16.0
10-1-100,9,23,1.0,1.0
10-1-100,9,21,1.0,1.5
10-1-100,9,26,1.0,3.2
10-1-100,9,20,1.0,2.75
10-2-100,9,29,3.82,2.67
10-1-100,9,24,1.0,1.0
10-1-100,9,27,1.0,1.0
10-1-100,9,23,1.0,4.0
10-1-100,9,18,1.0,1.25
10-1-100,9,21,1.0,11.0
10-1-100,9,19,1.0,1.0
10-1-100,9,24,1.0,1.75
10-1-100,9,23,1.02,3.25
10-1-100,9,20,1.06,5.5
10-2-100,9,33,1.0,1.0
10-2-100,9,28,1.0,1.0
10-2-100,9,31,3.34,1.67
10-2-100,9,36,1.0,6.0
10-2-100,9,25,1.0,10.0
10-2-100,9,34,1.0,1.5
10-2-100,9,32,1.69,0.5
10-1-100,9,26,1.0,3.4
10-2-100,9,36,1.0,3.67
10-2-100,9,26,1.0,4.0
10-2-100,9,35,1.68,0.5
10-2-100,9,36,1.0,1.0
10-2-100,9,32,1.0,4.25
10-2-100,9,34,1.0,7.0
10-1-100,9,27,1.0,2.5
10-1-100,9,18,1.0,1.0
10-1-100,9,18,1.06,1.0
10-1-100,9,23,1.31,0.5
10-2-100,10,42,1.0,5.6
10-1-100,10,27,1.0,1.0
10-2-100,10,41,1.26,2.0
10-1-100,10,26,1.03,1.6
10-1-100,10,23,1.0,3.2
10-1-100,10,20,1.32,1.0
10-1-100,10,24,1.0,1.0
10-1-100,10,30,1.0,1.0
10-1-100,10,21,1.0,2.0
10-1-100,10,23,1.0,2.5
10-1-100,10,23,1.0,1.0
10-1-100,10,28,1.0,1.0
10-2-100,10,41,1.0,9.33
10-1-100,10,29,1.0,1.0
10-1-100,10,26,1.0,1.0
10-1-100,10,22,1.0,1.0
10-1-100,10,24,1.0,1.0
10-2-100,10,44,1.0,14.0
10-2-100,10,41,1.0,6.75
10-2-100,10,38,1.0,1.0
10-1-100,10,23,4.7,0.5
10-1-100,10,20,1.0,1.2
10-1-100,10,30,1.14,0.33
10-1-100,10,24,1.0,3.0
10-1-100,10,25,1.0,4.33
10-2-100,10,36,1.0,8.67
10-2-100,10,37,1.0,3.5
10-2-100,10,41,1.0,1.0
10-2-100,10,35,1.0,1.0
10-2-100,10,33,1.0,8.33
10-1-100,10,22,1.0,2.33
10-1-100,10,22,1.16,0.33
10-1-100,10,24,1.0,1.0
10-2-100,10,30,1.0,1.0
10-2-100,10,32,1.0,1.0
10-2-100,10,34,1.41,0.5
10-2-100,10,41,1.0,1.0
10-2-100,10,33,1.0,7.0
10-1-100,10,30,1.0,1.0
10-1-100,10,30,1.0,2.57
10-2-100,10,39,2.47,0.5
10-2-100,10,41,2.79,2.0
10-2-100,10,33,1.0,5.67
10-1-100,10,25,1.0,1.0
10-1-100,10,27,1.0,3.33
10-2-100,10,30,1.0,4.0
10-2-100,10,43,1.0,1.0
10-2-100,10,36,1.0,2.67
10-1-100,10,29,1.0,1.0
30-1-100,25,73,1.19,0.25
30-1-100,25,51,1.0,11.0
30-1-100,25,71,1.0,4.75
30-1-100,25,50,1.0,1.0
30-1-100,25,58,1.0,5.38
30-1-100,25,71,1.0,4.44
30-1-100,26,69,1.54,1.33
30-1-100,26,67,1.0,1.0
30-1-100,26,53,1.0,1.0
30-1-100,26,66,1.0,11.5
30-1-100,26,77,1.0,1.0
30-1-100,26,61,1.0,1.0
30-1-100,27,62,1.0,6.67
30-1-100,28,60,1.0,1.0
30-1-100,28,80,1.0,1.0
30-1-100,28,84,1.03,1.0
30-1-100,28,59,1.0,1.0
30-1-100,28,57,1.0,8.6
30-1-100,28,64,1.0,9.4
30-1-100,29,71,1.0,1.0
30-1-100,29,76,1.0,1.0
30-1-100,29,83,1.0,1.0
30-1-100,29,60,1.0,1.0
30-1-100,29,59,1.0,2.29
30-1-100,29,85,1.37,1.5
30-1-100,30,66,1.0,1.0
30-1-100,30,64,1.0,1.0
30-1-100,30,88,1.0,1.0
30-1-100,30,88,1.0,1.0
30-1-100,30,68,1.0,16.67
