Category,Node Count,Edge Count,Time Ratio,Cost Ratio
10-2-100,8,23,1.0,1.0
10-1-100,8,19,1.0,1.0
10-1-100,8,22,1.0,1.0
10-1-100,8,18,1.0,1.0
10-2-100,8,21,1.0,1.0
10-2-100,8,28,1.73,3.0
10-1-100,8,22,1.0,1.0
10-1-100,8,17,1.0,1.0
10-1-100,8,20,1.0,1.0
10-2-100,8,21,1.3,1.33
10-2-100,8,23,1.18,0.75
10-2-100,8,20,1.42,0.33
10-2-100,8,21,1.04,1.0
10-2-100,8,22,1.0,1.25
10-2-100,8,23,1.0,1.0
10-2-100,8,21,1.7,0.67
10-2-100,8,18,1.0,1.0
10-2-100,8,20,1.93,1.25
10-2-100,8,18,1.0,1.0
10-2-100,8,27,1.0,1.0
10-2-100,8,24,2.1,2.0
10-2-100,8,19,1.0,1.0
10-2-100,8,21,1.0,1.0
10-2-100,8,24,1.0,1.0
10-1-100,8,23,1.0,1.0
10-1-100,8,22,1.5,3.0
10-1-100,8,23,1.37,1.0
10-2-100,8,21,1.0,1.0
10-2-100,8,21,1.2,1.5
10-2-100,8,20,1.32,1.33
10-2-100,8,21,1.0,1.0
10-2-100,8,23,1.0,1.0
10-2-100,8,27,1.0,1.0
10-2-100,8,23,1.0,1.0
10-2-100,8,20,1.0,1.0
10-2-100,8,27,1.83,0.67
10-1-100,8,23,1.0,1.0
10-1-100,8,17,1.0,1.0
10-1-100,8,18,2.06,2.5
10-1-100,8,23,1.0,1.0
10-2-100,8,28,1.0,1.0
10-1-100,8,16,1.0,1.0
10-1-100,8,21,1.0,1.0
10-1-100,8,21,1.25,1.5
10-1-100,8,21,1.0,1.0
10-1-100,8,21,1.5,0.67
10-1-100,8,23,1.26,1.25
10-2-100,8,21,1.0,1.0
10-1-100,8,17,1.0,1.33
10-1-100,8,16,1.11,0.67
10-1-100,8,19,1.0,1.0
10-1-100,8,21,1.0,1.0
10-1-100,8,19,1.02,2.0
10-1-100,8,19,1.0,1.0
10-2-100,8,23,1.0,1.0
10-2-100,8,27,1.65,0.5
10-2-100,8,28,1.0,1.0
10-1-100,8,20,1.08,0.8
10-2-100,8,22,1.0,1.0
10-1-100,8,21,1.46,1.0
10-1-100,8,19,1.0,1.0
10-1-100,8,22,1.09,1.0
10-1-100,8,22,1.32,1.0
10-2-100,8,27,1.0,1.0
10-1-100,8,18,1.0,1.0
10-1-100,8,24,1.0,1.17
10-2-100,8,25,1.78,1.25
10-1-100,9,18,1.0,1.0
10-1-100,9,21,1.0,1.0
10-2-100,9,34,1.0,1.0
10-1-100,9,24,2.46,1.67
10-1-100,9,27,1.04,0.5
10-1-100,9,18,1.0,1.0
10-1-100,9,21,1.0,1.25
10-1-100,9,26,1.86,0.8
10-1-100,9,18,1.0,1.0
10-2-100,9,34,1.0,1.0
10-1-100,9,18,1.0,1.0
10-1-100,9,23,1.0,1.0
10-1-100,9,27,1.0,1.0
10-1-100,9,23,1.16,0.67
10-1-100,9,20,1.0,1.0
10-2-100,9,27,1.17,0.75
10-2-100,9,25,1.0,1.5
10-2-100,9,31,1.0,1.0
10-2-100,9,33,1.0,1.0
10-2-100,9,28,1.55,2.0
10-1-100,9,20,2.33,1.2
10-1-100,9,20,1.0,1.0
10-1-100,9,24,1.0,1.0
10-1-100,9,22,1.68,0.75
10-2-100,9,34,1.0,1.0
10-2-100,9,29,2.14,1.33
10-1-100,9,21,1.0,1.0
10-1-100,9,25,1.0,1.33
10-1-100,9,19,1.0,1.0
10-1-100,9,24,1.19,1.5
10-1-100,9,23,1.0,1.25
10-2-100,9,36,1.29,1.4
10-1-100,9,26,1.37,1.0
10-1-100,9,18,1.0,1.75
10-2-100,9,24,1.0,1.33
10-2-100,9,26,1.62,1.0
10-2-100,9,32,1.0,1.0
10-2-100,9,29,1.09,1.5
10-2-100,9,31,2.88,1.67
10-2-100,9,25,3.24,1.5
10-2-100,9,26,1.04,2.0
10-2-100,9,24,1.25,1.0
10-2-100,9,36,1.0,1.0
10-2-100,9,32,1.19,1.0
10-2-100,9,36,1.0,1.0
10-2-100,9,24,1.0,1.25
10-1-100,9,23,1.0,1.0
10-2-100,9,35,1.0,1.0
10-1-100,9,22,1.0,1.17
10-1-100,10,23,1.0,1.0
10-2-100,10,41,1.0,1.0
10-1-100,10,20,1.0,1.0
10-1-100,10,24,1.0,1.0
10-1-100,10,24,1.0,1.0
10-1-100,10,29,1.0,1.0
10-1-100,10,24,1.0,1.0
10-1-100,10,22,1.33,2.0
10-1-100,10,23,1.37,1.2
10-1-100,10,27,1.21,1.0
10-2-100,10,30,1.0,1.0
10-1-100,10,28,2.24,4.0
