Category,Node Count,Edge Count,Time Ratio,Cost Ratio
10-1-100,10,27,1.21,1.0
10-2-100,10,36,1.0,8.67
10-2-100,10,34,1.41,0.5
10-1-100,10,24,1.0,1.0
10-2-100,10,39,2.47,0.5
10-2-100,10,33,1.0,1.0
10-2-100,10,32,1.0,1.0
10-1-100,10,24,1.0,1.0
10-2-100,10,41,1.12,2.4
10-2-100,10,33,1.0,11.0
10-2-100,10,40,1.0,1.0
10-1-100,10,21,1.0,2.25
10-1-100,10,23,1.0,7.0
10-1-100,10,28,1.0,1.0
10-2-100,10,43,2.13,3.0
10-2-100,10,30,1.0,4.0
10-1-100,10,30,1.14,0.33
10-1-100,10,29,1.0,1.0
10-1-100,10,26,1.0,1.0
10-1-100,10,22,1.0,1.0
10-1-100,10,29,1.47,3.0
10-1-100,10,27,1.0,3.0
10-1-100,10,25,1.0,1.0
10-1-100,10,26,1.03,1.6
10-1-100,10,23,1.0,3.2
10-1-100,10,20,1.32,1.0
10-1-100,10,24,1.17,0.5
10-1-100,10,23,4.7,1.0
10-1-100,10,20,1.0,1.2
10-2-100,10,41,1.0,9.33
10-2-100,10,39,1.0,5.75
10-2-100,10,44,1.0,7.67
10-2-100,10,42,1.0,5.6
10-2-100,10,41,1.39,1.0
10-2-100,10,38,1.0,1.0
10-1-100,10,22,1.0,2.33
10-1-100,10,29,1.0,1.0
10-2-100,10,38,1.0,12.0
10-2-100,10,44,2.47,4.0
10-1-100,10,27,1.0,1.0
30-1-100,25,71,1.0,4.56
30-1-100,25,58,1.0,5.38
30-1-100,25,51,1.0,11.0
30-1-100,25,50,1.0,1.0
30-1-100,25,73,1.19,0.25
30-1-100,26,60,1.0,5.86
30-1-100,26,66,1.0,11.5
30-1-100,26,53,1.42,0.75
30-1-100,26,55,1.0,1.0
30-1-100,26,61,1.0,1.0
30-1-100,27,74,3.28,1.25
30-1-100,27,66,1.04,2.75
30-1-100,28,64,1.0,9.4
30-1-100,28,80,1.0,1.0
30-1-100,28,59,1.0,1.0
30-1-100,29,71,1.0,1.0
30-1-100,29,76,1.0,1.0
30-1-100,29,83,1.0,1.0
30-1-100,29,59,1.0,1.0
30-1-100,29,60,1.0,1.0
30-1-100,29,59,1.0,2.29
30-1-100,30,61,1.0,1.0
30-1-100,30,88,1.0,1.0
30-1-100,30,64,1.0,1.0
30-1-100,30,70,1.0,1.6
30-1-100,30,62,1.0,5.75
30-1-100,30,88,1.0,1.0
50-1-100,45,101,1.0,1.0
50-1-100,46,137,1.0,1.0
50-1-100,47,140,1.14,0.5
50-1-100,48,127,1.0,1.6
50-1-100,49,116,1.0,1.0
50-1-100,50,139,1.24,1.33
50-1-100,50,118,1.0,1.0
50-1-100,50,150,4.69,1.5
50-1-100,50,150,1.0,1.0
50-1-100,50,128,1.0,1.0
